food_category,food_name,Alpha Tocopherol_Finland,Alpha Tocopherol_France,Alpha Tocopherol_Germany,Alpha Tocopherol_Italy,Alpha Tocopherol_Netherlands,Alpha Tocopherol_Sweden,Alpha Tocopherol_United Kingdom,Alpha Tocopherol_EU_avg,Calcium_Finland,Calcium_France,Calcium_Germany,Calcium_Italy,Calcium_Netherlands,Calcium_Sweden,Calcium_United Kingdom,Calcium_EU_avg,Copper_Finland,Copper_France,Copper_Germany,Copper_Italy,Copper_Netherlands,Copper_Sweden,Copper_United Kingdom,Copper_EU_avg,Iron_Finland,Iron_France,Iron_Germany,Iron_Italy,Iron_Netherlands,Iron_Sweden,Iron_United Kingdom,Iron_EU_avg,Magnesium_Finland,Magnesium_France,Magnesium_Germany,Magnesium_Italy,Magnesium_Netherlands,Magnesium_Sweden,Magnesium_United Kingdom,Magnesium_EU_avg,Niacin Equivalent_Finland,Niacin Equivalent_France,Niacin Equivalent_Germany,Niacin Equivalent_Italy,Niacin Equivalent_Netherlands,Niacin Equivalent_Sweden,Niacin Equivalent_United Kingdom,Niacin Equivalent_EU_avg,Phosphorus_Finland,Phosphorus_France,Phosphorus_Germany,Phosphorus_Italy,Phosphorus_Netherlands,Phosphorus_Sweden,Phosphorus_United Kingdom,Phosphorus_EU_avg,Potassium_Finland,Potassium_France,Potassium_Germany,Potassium_Italy,Potassium_Netherlands,Potassium_Sweden,Potassium_United Kingdom,Potassium_EU_avg,Riboflavin_Finland,Riboflavin_France,Riboflavin_Germany,Riboflavin_Italy,Riboflavin_Netherlands,Riboflavin_Sweden,Riboflavin_United Kingdom,Riboflavin_EU_avg,Selenium_Finland,Selenium_France,Selenium_Germany,Selenium_Italy,Selenium_Netherlands,Selenium_Sweden,Selenium_United Kingdom,Selenium_EU_avg,Thiamine_Finland,Thiamine_France,Thiamine_Germany,Thiamine_Italy,Thiamine_Netherlands,Thiamine_Sweden,Thiamine_United Kingdom,Thiamine_EU_avg,Vitamin B12_Finland,Vitamin B12_France,Vitamin B12_Germany,Vitamin B12_Italy,Vitamin B12_Netherlands,Vitamin B12_Sweden,Vitamin B12_United Kingdom,Vitamin B12_EU_avg,Vitamin B6_Finland,Vitamin B6_France,Vitamin B6_Germany,Vitamin B6_Italy,Vitamin B6_Netherlands,Vitamin B6_Sweden,Vitamin B6_United Kingdom,Vitamin B6_EU_avg,Vitamin E_Finland,Vitamin E_France,Vitamin E_Germany,Vitamin E_Italy,Vitamin E_Netherlands,Vitamin E_Sweden,Vitamin E_United Kingdom,Vitamin E_EU_avg,Vitamin K_Finland,Vitamin K_France,Vitamin K_Germany,Vitamin K_Italy,Vitamin K_Netherlands,Vitamin K_Sweden,Vitamin K_United Kingdom,Vitamin K_EU_avg,Zinc_Finland,Zinc_France,Zinc_Germany,Zinc_Italy,Zinc_Netherlands,Zinc_Sweden,Zinc_United Kingdom,Zinc_EU_avg
Meat and meat products,"Fresh raw sausages, PROCESS Baking",386.658,386.658,386.658,386.658,544.89,386.658,544.89,431.8671428571428,12.0,12.0,12.0,12.0,110.0,12.0,110.0,40.0,0.086,0.086,0.086,0.086,0.11,0.086,0.11,0.0928571428571428,0.875,0.875,0.875,0.875,1.1,0.875,1.1,0.9392857142857142,22.0,22.0,22.0,22.0,15.0,22.0,15.0,20.0,5.713,5.713,5.713,5.713,5.713,5.713,5.713,5.713,114.0,114.0,114.0,114.0,220.0,114.0,220.0,144.28571428571428,229.0,229.0,229.0,229.0,190.0,229.0,190.0,217.8571428571429,0.169,0.169,0.169,0.169,0.13,0.169,0.13,0.1578571428571428,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.397,0.397,0.397,0.397,0.397,0.397,0.397,0.3969999999999999,1.3,1.3,1.3,1.3,1.0,1.3,1.0,1.2142857142857142,0.264,0.264,0.264,0.264,0.12,0.264,0.12,0.2228571428571428,,0.309,0.309,0.309,0.92,,0.92,0.5534,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.845,1.845,1.845,1.845,1.4,1.845,1.4,1.717857142857143
Meat and meat products,"Fresh raw sausages, PROCESS Cooking in water",386.658,557.678,386.658,557.678,557.678,386.658,386.658,459.95228571428567,12.0,10.0,12.0,10.0,10.0,12.0,12.0,11.142857142857142,0.086,0.055,0.086,0.055,0.055,0.086,0.086,0.0727142857142857,0.875,0.91,0.875,0.91,0.91,0.875,0.875,0.89,22.0,12.3,22.0,12.3,12.3,22.0,22.0,17.84285714285714,5.713,5.713,5.713,5.713,5.713,5.713,5.713,5.713,114.0,277.0,114.0,277.0,277.0,114.0,114.0,183.8571428571429,229.0,249.0,229.0,249.0,249.0,229.0,229.0,237.57142857142856,0.169,0.2,0.169,0.2,0.2,0.169,0.169,0.1822857142857143,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6000000000000005,0.397,0.37,0.397,0.37,0.37,0.397,0.397,0.3854285714285715,1.3,0.28,1.3,0.28,0.28,1.3,1.3,0.8628571428571429,0.264,0.2,0.264,0.2,0.2,0.264,0.264,0.2365714285714285,,0.31,0.309,0.31,0.31,,0.309,0.3096,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.845,1.62,1.845,1.62,1.62,1.845,1.845,1.7485714285714289
Meat and meat products,"Fresh raw sausages, PROCESS Frying",386.658,386.658,386.658,540.204,668.33,386.658,534.113,469.8970000000001,12.0,12.0,12.0,53.0,18.0,12.0,110.0,32.714285714285715,0.086,0.086,0.086,0.086,0.09,0.086,0.12,0.0914285714285714,0.875,0.875,0.875,4.0,1.2,0.875,1.1,1.4,22.0,22.0,22.0,22.0,24.0,22.0,15.0,21.285714285714285,5.713,5.713,5.713,7.1,6.5,5.713,5.713,6.023571428571429,114.0,114.0,114.0,220.0,213.0,114.0,220.0,158.42857142857142,229.0,229.0,229.0,231.0,400.0,229.0,180.0,246.7142857142857,0.169,0.169,0.169,0.1,0.19,0.169,0.13,0.1565714285714285,6.0,6.0,6.0,6.0,13.0,6.0,6.0,7.0,0.397,0.397,0.397,0.5,0.46,0.397,,0.4246666666666667,1.3,1.3,1.3,1.3,0.88,1.3,1.0,1.197142857142857,0.264,0.264,0.264,0.264,0.34,0.264,0.09,0.25,,0.309,0.309,0.309,1.5,,0.86,0.6574,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.845,1.845,1.845,1.845,3.05,1.845,1.1,1.9107142857142856
Meat and meat products,"Fresh raw sausages, PROCESS Steaming",386.658,386.658,386.658,386.658,386.658,386.658,386.658,386.658,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,0.086,0.086,0.086,0.086,0.086,0.086,0.086,0.0859999999999999,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,5.713,5.713,5.713,5.713,5.713,5.713,5.713,5.713,114.0,114.0,114.0,114.0,114.0,114.0,114.0,114.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,0.169,0.169,0.169,0.169,0.169,0.169,0.169,0.169,,,,,,,,,0.397,0.397,0.397,0.397,0.397,0.397,0.397,0.3969999999999999,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,0.264,0.264,0.264,0.264,0.264,0.264,0.264,0.264,,0.309,0.309,0.309,0.309,,0.309,0.309,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.845,1.845,1.845,1.845,1.845,1.845,1.845,1.845
Meat and meat products,Fresh smoked sausages-deprecated,519.3,536.903,420.495,536.903,536.903,420.495,420.495,484.4991428571428,28.5,18.3,13.0,18.3,18.3,13.0,13.0,17.485714285714284,0.07,0.1,0.075,0.1,0.1,0.075,0.075,0.0849999999999999,1.21,2.2,0.86,2.2,2.2,0.86,0.86,1.4842857142857144,18.6,21.3,24.0,21.3,21.3,24.0,24.0,22.071428571428573,3.5,7.101,7.101,7.101,7.101,7.101,7.101,6.586571428571427,292.0,202.0,112.0,202.0,202.0,112.0,112.0,176.28571428571428,173.0,283.0,260.0,283.0,283.0,260.0,260.0,257.42857142857144,0.18,0.147,0.189,0.147,0.147,0.189,0.189,0.1697142857142857,4.8,,,,,,,4.8,0.12,0.365,0.52,0.365,0.365,0.52,0.52,0.3964285714285714,1.1,0.95,1.7,0.95,0.95,1.7,1.7,1.292857142857143,0.15,0.25,0.389,0.25,0.25,0.389,0.389,0.2952857142857143,,0.64,0.309,0.64,0.64,,0.309,0.5076,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.87,1.5,2.052,1.5,1.5,2.052,2.052,1.7894285714285714
Meat and meat products,"Fresh smoked sausages-deprecated, QUAL Low fat (naturally or reduced)",840.99,840.99,840.99,840.99,840.99,840.99,840.99,840.9899999999999,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,1.72,1.72,1.72,1.72,1.72,1.72,1.72,1.7200000000000002,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,14.202,14.202,14.202,14.202,14.202,14.202,14.202,14.202,224.0,224.0,224.0,224.0,224.0,224.0,224.0,224.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,520.0,0.378,0.378,0.378,0.378,0.378,0.378,0.378,0.378,,,,,,,,,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.3999999999999995,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.7779999999999999,,0.618,0.618,0.618,0.618,,0.618,0.618,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,4.104,4.104,4.104,4.104,4.104,4.104,4.104,4.104
Meat and meat products,"Fresh smoked sausages-deprecated, QUAL Low sodium / reduced salt",420.495,420.495,420.495,420.495,420.495,420.495,420.495,420.495,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.075,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.8600000000000001,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,7.101,7.101,7.101,7.101,7.101,7.101,7.101,7.101,112.0,112.0,112.0,112.0,112.0,112.0,112.0,112.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,0.189,0.189,0.189,0.189,0.189,0.189,0.189,0.189,,,,,,,,,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.52,1.7,1.7,1.7,1.7,1.7,1.7,1.7,1.6999999999999995,0.389,0.389,0.389,0.389,0.389,0.389,0.389,0.3889999999999999,,0.309,0.309,0.309,0.309,,0.309,0.309,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.052,2.052,2.052,2.052,2.052,2.052,2.052,2.052
Meat and meat products,Fresh spiced sausages in casing,532.505,532.505,532.505,644.835,532.505,532.505,532.505,548.5521428571429,13.0,13.0,13.0,31.0,13.0,13.0,13.0,15.571428571428571,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.9,0.9,0.9,4.3,0.9,0.9,0.9,1.385714285714286,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,3.6,3.6,3.6,4.6,3.6,3.6,3.6,3.7428571428571433,176.0,176.0,176.0,266.0,176.0,176.0,176.0,188.8571428571429,315.0,315.0,315.0,315.0,315.0,315.0,315.0,315.0,0.14,0.14,0.14,0.2,0.14,0.14,0.14,0.1485714285714285,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.44,0.44,0.44,0.31,0.44,0.44,0.44,0.4214285714285714,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.6900000000000001,0.365,0.365,0.365,0.365,0.365,0.365,0.365,0.3649999999999999,,0.7,0.7,0.7,0.7,,0.7,0.7,,,,,,,,,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29
Meat and meat products,"Fresh spiced sausages in casing, PROCESS Baking",666.33,666.33,666.33,531.25,666.33,666.33,666.33,647.0328571428572,18.0,18.0,18.0,53.0,18.0,18.0,18.0,23.0,0.09,0.09,0.09,0.11,0.09,0.09,0.09,0.0928571428571428,1.2,1.2,1.2,4.0,1.2,1.2,1.2,1.5999999999999996,24.0,24.0,24.0,15.0,24.0,24.0,24.0,22.714285714285715,4.5,4.5,4.5,5.1,4.5,4.5,4.5,4.585714285714286,213.0,213.0,213.0,220.0,213.0,213.0,213.0,214.0,400.0,400.0,400.0,231.0,400.0,400.0,400.0,375.8571428571428,0.19,0.19,0.19,0.1,0.19,0.19,0.19,0.1771428571428571,13.0,13.0,13.0,6.0,13.0,13.0,13.0,12.0,0.46,0.46,0.46,0.5,0.46,0.46,0.46,0.4657142857142857,0.88,0.88,0.88,1.0,0.88,0.88,0.88,0.8971428571428571,0.34,0.34,0.34,0.12,0.34,0.34,0.34,0.3085714285714286,,1.5,1.5,0.92,1.5,,1.5,1.384,,,,,,,,,3.05,3.05,3.05,1.4,3.05,3.05,3.05,2.814285714285714
Meat and meat products,Game birds fresh meat,775.087,455.659,455.659,455.659,455.659,775.087,455.659,546.9241428571429,40.0,5.0,5.0,5.0,5.0,40.0,5.0,15.0,0.39,0.312,0.312,0.312,0.312,0.39,0.312,0.3342857142857142,7.5,4.16,4.16,4.16,4.16,7.5,4.16,5.114285714285714,36.0,20.0,20.0,20.0,20.0,36.0,20.0,24.571428571428573,7.117,7.117,7.117,7.117,7.117,7.117,7.117,7.116999999999999,290.0,168.0,168.0,168.0,168.0,290.0,168.0,202.8571428571429,390.0,249.0,249.0,249.0,249.0,390.0,249.0,289.2857142857143,0.9,0.27,0.27,0.27,0.27,0.9,0.27,0.45,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,0.42,0.35,0.35,0.35,0.35,0.42,0.35,0.37,0.4,,,,,0.4,,0.4,0.56,0.53,0.53,0.53,0.53,0.56,0.53,0.5385714285714286,,0.15,0.15,0.15,0.15,,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.77,0.77,0.77,0.77,1.5,0.77,0.9785714285714284
Meat and meat products,"Game birds fresh meat, PROCESS Baking",1041.2591,819.36,647.292,819.36,737.97,1041.1691,737.97,834.9114571428572,55.8,50.0,21.0,50.0,45.0,55.8,45.0,46.08571428571429,0.5191,,0.294,,0.34,0.5191,0.34,0.40244,10.0,8.5,3.712,8.5,4.6,10.0,4.6,7.130285714285714,48.2,35.0,26.0,35.0,32.0,48.2,32.0,36.62857142857143,14.4,15.0,9.808,15.0,12.8,14.4,12.8,13.458285714285712,386.9,310.0,242.0,310.0,260.0,386.9,260.0,307.9714285714286,518.7,400.0,341.0,400.0,380.0,518.7,380.0,419.7714285714286,1.07,0.29,0.258,0.29,0.8,1.07,0.8,0.654,17.2,,20.0,,20.0,17.2,20.0,18.880000000000003,0.33,,0.279,,0.19,0.24,0.19,0.2457999999999999,0.4,2.5,0.3,2.5,1.0,0.4,1.0,1.157142857142857,0.74,0.57,0.307,0.57,0.64,0.74,0.64,0.601,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.634,,1.6,2.0,1.6,1.9668
Meat and meat products,"Game birds fresh meat, PROCESS Cooking in water",,378.189,378.189,378.189,378.189,0.24,378.189,315.19750000000005,,15.0,15.0,15.0,15.0,,15.0,15.0,,0.148,0.148,0.148,0.148,,0.148,0.148,,2.664,2.664,2.664,2.664,,2.664,2.664,,19.0,19.0,19.0,19.0,,19.0,19.0,,6.512,6.512,6.512,6.512,,6.512,6.511999999999999,,170.0,170.0,170.0,170.0,,170.0,170.0,,162.0,162.0,162.0,162.0,,162.0,162.0,,0.232,0.232,0.232,0.232,,0.232,0.232,,,,,,,,,,0.146,0.146,0.146,0.146,0.24,0.146,0.1616666666666666,,0.2,0.2,0.2,0.2,,0.2,0.2,,0.242,0.242,0.242,0.242,,0.242,0.242,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,2.245,2.245,2.245,2.245,,2.245,2.245
Meat and meat products,"Game birds fresh meat, PROCESS Steaming",,378.189,378.189,378.189,378.189,0.24,378.189,315.19750000000005,,15.0,15.0,15.0,15.0,,15.0,15.0,,0.148,0.148,0.148,0.148,,0.148,0.148,,2.664,2.664,2.664,2.664,,2.664,2.664,,19.0,19.0,19.0,19.0,,19.0,19.0,,6.512,6.512,6.512,6.512,,6.512,6.511999999999999,,170.0,170.0,170.0,170.0,,170.0,170.0,,162.0,162.0,162.0,162.0,,162.0,162.0,,0.232,0.232,0.232,0.232,,0.232,0.232,,,,,,,,,,0.146,0.146,0.146,0.146,0.24,0.146,0.1616666666666666,,0.2,0.2,0.2,0.2,,0.2,0.2,,0.242,0.242,0.242,0.242,,0.242,0.242,,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,2.245,2.245,2.245,2.245,,2.245,2.245
Meat and meat products,"Generic traditionally farmed mammals, fresh fat tissue",77.582,77.582,77.582,77.582,77.582,77.582,77.582,77.582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.0119999999999999,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.1799999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.19,2.19,2.19,2.19,2.19,2.19,2.19,2.19,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,65.0,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0499999999999999,,,,,,,,,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7,0.7,0.7,0.7,,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
Meat and meat products,"Generic traditionally farmed mammals, fresh fat tissue, PROCESS Cooking in water",293.37,293.37,293.37,293.37,293.37,293.37,293.37,293.36999999999995,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3999999999999999,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.1699999999999999,,,,,,,,,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0899999999999999,,,,,,,,,,,,,,,,,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
Meat and meat products,"Generic traditionally farmed mammals, fresh fat tissue, PROCESS Steaming",293.37,293.37,293.37,293.37,293.37,293.37,293.37,293.36999999999995,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,,,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.3999999999999999,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,3.7,3.7,3.7,3.7,3.7,3.7,3.7,3.7,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,178.0,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.1699999999999999,,,,,,,,,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0899999999999999,,,,,,,,,,,,,,,,,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9
Meat and meat products,German salami,473.391,473.391,473.391,473.391,473.428,473.391,473.428,473.40157142857146,35.0,35.0,35.0,35.0,29.0,35.0,29.0,33.285714285714285,0.146,0.146,0.146,0.146,0.06,0.146,0.06,0.1214285714285714,1.438,1.438,1.438,1.438,1.5,1.438,1.5,1.4557142857142855,39.0,39.0,39.0,39.0,16.0,39.0,16.0,32.42857142857143,5.533,5.533,5.533,5.533,5.533,5.533,5.533,5.533,167.0,167.0,167.0,167.0,169.0,167.0,169.0,167.57142857142858,220.0,220.0,220.0,220.0,249.0,220.0,249.0,228.28571428571428,0.2,0.2,0.2,0.2,0.12,0.2,0.12,0.1771428571428571,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.18,0.18,0.18,0.18,0.21,0.18,0.21,0.1885714285714285,1.4,1.4,1.4,1.4,0.92,1.4,0.92,1.262857142857143,0.459,0.459,0.459,0.459,0.165,0.459,0.165,0.375,,0.74,0.74,0.74,0.5,,0.5,0.6439999999999999,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,3.695,3.695,3.695,3.695,2.34,3.695,2.34,3.3078571428571424
Meat and meat products,"German salami, QUAL Low fat (naturally or reduced)",751.519,751.519,751.519,751.519,461.116,751.519,461.116,668.5467142857143,24.0,24.0,24.0,24.0,29.0,24.0,29.0,25.428571428571427,0.154,0.154,0.154,0.154,0.09,0.154,0.09,0.1357142857142857,1.328,1.328,1.328,1.328,1.5,1.328,1.5,1.3771428571428572,32.0,32.0,32.0,32.0,16.0,32.0,16.0,27.428571428571427,11.799,11.799,11.799,11.799,11.799,11.799,11.799,11.798999999999998,242.0,242.0,242.0,242.0,150.0,242.0,150.0,215.7142857142857,436.0,436.0,436.0,436.0,249.0,436.0,249.0,382.57142857142856,0.163,0.163,0.163,0.163,0.12,0.163,0.12,0.1507142857142857,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,0.397,0.397,0.397,0.397,0.21,0.397,0.21,0.3435714285714286,1.1,1.1,1.1,1.1,0.92,1.1,0.92,1.0485714285714285,0.608,0.608,0.608,0.608,0.165,0.608,0.165,0.4814285714285714,,0.542,0.542,0.542,0.542,,0.542,0.542,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.528,2.528,2.528,2.528,2.69,2.528,2.69,2.5742857142857143
Meat and meat products,Goat fresh meat,530.513,530.513,530.513,563.483,614.593,530.513,614.593,559.2458571428571,10.0,10.0,10.0,9.0,12.0,10.0,12.0,10.428571428571429,0.2,0.2,0.2,0.2,0.26,0.2,0.26,0.2171428571428571,1.95,1.95,1.95,1.0,2.8,1.95,2.8,2.057142857142857,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,8.633,8.633,8.633,8.633,8.633,8.633,8.633,8.632999999999997,185.0,185.0,185.0,220.0,180.0,185.0,180.0,188.57142857142856,300.0,300.0,300.0,300.0,385.0,300.0,385.0,324.2857142857143,0.28,0.28,0.28,0.1,0.49,0.28,0.49,0.3142857142857143,,,,,,,,,0.15,0.15,0.15,0.25,0.11,0.15,0.11,0.1528571428571428,3.0,3.0,3.0,3.0,1.13,3.0,1.13,2.4657142857142853,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,1.0,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.2857142857142856
Meat and meat products,"Goat fresh meat, PROCESS Baking",523.224,627.165,627.165,627.165,523.224,523.224,627.165,582.6188571428572,10.0,12.0,12.0,12.0,10.0,10.0,12.0,11.142857142857142,0.144,0.274,0.274,0.274,0.144,0.144,0.274,0.2182857142857142,3.5,2.668,2.668,2.668,3.5,3.5,2.668,3.0245714285714285,20.0,24.0,24.0,24.0,20.0,20.0,24.0,22.285714285714285,7.83,10.039,10.039,10.039,7.83,7.83,10.039,9.092285714285714,185.0,226.0,226.0,226.0,185.0,185.0,226.0,208.42857142857144,291.0,346.0,346.0,346.0,291.0,291.0,346.0,322.42857142857144,0.27,0.323,0.323,0.323,0.27,0.27,0.323,0.3002857142857142,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.14,0.13,0.13,0.13,0.14,0.14,0.13,0.1342857142857142,3.1,3.0,3.0,3.0,3.1,3.1,3.0,3.042857142857143,0.5,0.259,0.259,0.259,0.5,0.5,0.259,0.3622857142857142,,1.152,1.152,1.152,0.23,,1.152,0.9675999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61,4.32,4.32,4.32,4.61,4.61,4.32,4.444285714285714
Meat and meat products,"Goat fresh meat, PROCESS Cooking in water",794.25,794.25,794.25,794.25,794.25,794.25,794.25,794.25,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7000000000000001,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.3799999999999999,,,,,,,,,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,,,,,,,,,,,,,,,,,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.799999999999999
Meat and meat products,"Goat fresh meat, PROCESS Steaming",794.25,794.25,794.25,794.25,794.25,794.25,794.25,794.25,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,,,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7000000000000001,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,450.0,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.3799999999999999,,,,,,,,,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,,,,,,,,,,,,,,,,,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.799999999999999
Meat and meat products,"Goat liver, PROCESS Baking",603.91,603.91,603.91,603.91,603.91,603.91,603.91,603.91,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,0.51,0.51,0.51,0.51,0.51,0.51,0.51,0.5099999999999999,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,218.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7999999999999999,,0.3,0.3,0.3,0.3,,0.3,0.3,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.8999999999999995
