food_category,food_name,Alpha Tocopherol_Finland,Alpha Tocopherol_France,Alpha Tocopherol_Germany,Alpha Tocopherol_Italy,Alpha Tocopherol_Netherlands,Alpha Tocopherol_Sweden,Alpha Tocopherol_United Kingdom,Alpha Tocopherol_EU_avg,Calcium_Finland,Calcium_France,Calcium_Germany,Calcium_Italy,Calcium_Netherlands,Calcium_Sweden,Calcium_United Kingdom,Calcium_EU_avg,Copper_Finland,Copper_France,Copper_Germany,Copper_Italy,Copper_Netherlands,Copper_Sweden,Copper_United Kingdom,Copper_EU_avg,Iron_Finland,Iron_France,Iron_Germany,Iron_Italy,Iron_Netherlands,Iron_Sweden,Iron_United Kingdom,Iron_EU_avg,Magnesium_Finland,Magnesium_France,Magnesium_Germany,Magnesium_Italy,Magnesium_Netherlands,Magnesium_Sweden,Magnesium_United Kingdom,Magnesium_EU_avg,Niacin Equivalent_Finland,Niacin Equivalent_France,Niacin Equivalent_Germany,Niacin Equivalent_Italy,Niacin Equivalent_Netherlands,Niacin Equivalent_Sweden,Niacin Equivalent_United Kingdom,Niacin Equivalent_EU_avg,Phosphorus_Finland,Phosphorus_France,Phosphorus_Germany,Phosphorus_Italy,Phosphorus_Netherlands,Phosphorus_Sweden,Phosphorus_United Kingdom,Phosphorus_EU_avg,Potassium_Finland,Potassium_France,Potassium_Germany,Potassium_Italy,Potassium_Netherlands,Potassium_Sweden,Potassium_United Kingdom,Potassium_EU_avg,Riboflavin_Finland,Riboflavin_France,Riboflavin_Germany,Riboflavin_Italy,Riboflavin_Netherlands,Riboflavin_Sweden,Riboflavin_United Kingdom,Riboflavin_EU_avg,Selenium_Finland,Selenium_France,Selenium_Germany,Selenium_Italy,Selenium_Netherlands,Selenium_Sweden,Selenium_United Kingdom,Selenium_EU_avg,Thiamine_Finland,Thiamine_France,Thiamine_Germany,Thiamine_Italy,Thiamine_Netherlands,Thiamine_Sweden,Thiamine_United Kingdom,Thiamine_EU_avg,Vitamin B12_Finland,Vitamin B12_France,Vitamin B12_Germany,Vitamin B12_Italy,Vitamin B12_Netherlands,Vitamin B12_Sweden,Vitamin B12_United Kingdom,Vitamin B12_EU_avg,Vitamin B6_Finland,Vitamin B6_France,Vitamin B6_Germany,Vitamin B6_Italy,Vitamin B6_Netherlands,Vitamin B6_Sweden,Vitamin B6_United Kingdom,Vitamin B6_EU_avg,Vitamin E_Finland,Vitamin E_France,Vitamin E_Germany,Vitamin E_Italy,Vitamin E_Netherlands,Vitamin E_Sweden,Vitamin E_United Kingdom,Vitamin E_EU_avg,Vitamin K_Finland,Vitamin K_France,Vitamin K_Germany,Vitamin K_Italy,Vitamin K_Netherlands,Vitamin K_Sweden,Vitamin K_United Kingdom,Vitamin K_EU_avg,Zinc_Finland,Zinc_France,Zinc_Germany,Zinc_Italy,Zinc_Netherlands,Zinc_Sweden,Zinc_United Kingdom,Zinc_EU_avg
"Additives,flavours, baking and processing aids","Artificial sweeteners (e.g., aspartam, saccharine)",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.0
"Additives,flavours, baking and processing aids",Aspartame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
"Additives,flavours, baking and processing aids",Baking yeast,1045.87,3910.06,1196.919,1265.22,1109.64,1102.75,3654.77,1897.8898571428572,12.0,140.0,23.0,13.0,25.0,13.0,80.0,43.71428571428572,0.16,0.16,0.15,0.16,1.6,0.16,0.16,0.3642857142857143,2.1,13.0,3.5,4.9,5.0,4.9,20.0,7.628571428571428,30.0,210.0,30.0,210.0,59.0,59.0,230.0,118.28571428571428,14.13,32.0,19.9,19.9,12.83,13.03,19.9,18.812857142857144,340.0,1500.0,473.0,394.0,390.0,395.0,1290.0,683.1428571428571,640.0,2000.0,640.0,610.0,610.0,610.0,2000.0,1015.7142857142856,2.0,4.0,2.31,1.65,1.7,1.65,4.0,2.4728571428571438,1.0,10.0,1.0,10.0,1.0,1.0,1.0,3.571428571428572,0.5,,,0.71,0.71,0.71,0.71,0.6679999999999999,,0.3,,0.3,,,,0.3,0.48,2.6,0.684,2.6,0.6,0.6,2.0,1.3662857142857143,,,0.1,,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,8.3,4.275,8.3,3.2,4.5,8.0,5.867857142857143
"Additives,flavours, baking and processing aids",Cyclamate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Additives,flavours, baking and processing aids",Flavour enhancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Additives,flavours, baking and processing aids",Modified starch,24.288,24.288,24.288,24.288,24.288,24.288,24.288,24.288000000000004,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,
"Additives,flavours, baking and processing aids",Preparations for gelling home-made food,1014.2,1014.2,1014.2,1014.2,1014.2,1014.2,1014.2,1014.2,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.7999999999999999,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.3999999999999995,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Additives,flavours, baking and processing aids",Preparations for pickling vegetables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Additives,flavours, baking and processing aids",Preparations for raising and flavouring home-made bakery,8461.801,9621.807,9621.807,9621.807,9621.807,8461.801,9621.807,9290.376714285714,,1130.0,1130.0,1130.0,1130.0,,1130.0,1130.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,,0.001,0.001,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,1.001,1.001,1.001,1.001,1.0,1.001,1.0007142857142857,8400.0,8430.0,8430.0,8430.0,8430.0,8400.0,8430.0,8421.42857142857,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,,0.001,0.001,0.001,0.001,,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.001,0.001,0.001,0.001,,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.001,0.001,0.001,0.001,,0.001,0.001,,0.001,0.001,0.001,0.001,,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8000000000000003
"Additives,flavours, baking and processing aids",Saccharine,4.05,0.0,0.0,0.0,4.05,4.05,0.0,1.7357142857142855,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.04,,,,0.04,0.04,,0.04,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,,,,4.0,4.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,,0.01,0.01,,0.01
"Additives,flavours, baking and processing aids",Vanilla essence,0.0,0.0,0.0,177.84,0.0,0.0,0.0,25.40571428571429,,,,11.0,,,,11.0,,,,0.07,,,,0.07,,,,0.1,,,,0.1,,,,12.0,,,,12.0,,,,0.43,,,,0.43,,,,6.0,,,,6.0,,,,148.0,,,,148.0,,,,0.1,,,,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.01,,,,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.03,,,,0.03,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.1,,,,0.1
"Additives,flavours, baking and processing aids",Vanilla pods extract,1887.733,1887.733,1887.733,1887.733,1887.733,1887.733,1887.733,1887.733,1228.0,1228.0,1228.0,1228.0,1228.0,1228.0,1228.0,1228.0,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.46,38.1,38.1,38.1,38.1,38.1,38.1,38.1,38.1,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,1.983,1.983,1.983,1.983,1.983,1.983,1.983,1.9830000000000003,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,,,,,,,,,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,1.97,1.97,1.97,1.97,1.97,1.97,1.97
Alcoholic beverages,Alcopop and flavoured wine,,11.076,11.076,11.076,12.001,,12.001,11.446,,3.0,3.0,3.0,6.0,,6.0,4.2,,0.031,0.031,0.031,,,,0.031,,0.031,0.031,0.031,,,,0.031,,1.0,1.0,1.0,1.0,,1.0,1.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,6.0,6.0,6.0,,,,6.0,,1.0,1.0,1.0,5.0,,5.0,2.6,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.001,,0.001,0.001,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.014,0.014,0.014,,,,0.014
Alcoholic beverages,Ale beer,94.095,94.095,94.095,71.043,58.344,94.095,58.344,80.58728571428571,4.0,4.0,4.0,5.0,7.0,4.0,7.0,5.0,0.04,0.04,0.04,,0.07,0.04,0.07,0.05,0.001,0.001,0.001,,,0.001,,0.001,11.0,11.0,11.0,7.0,6.0,11.0,6.0,9.0,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.9429999999999998,29.0,29.0,29.0,19.0,11.0,29.0,11.0,22.428571428571427,49.0,49.0,49.0,39.0,33.0,49.0,33.0,43.0,0.05,0.05,0.05,0.04,0.02,0.05,0.02,0.04,,,,,,,,,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.1,0.1,0.1,,0.1,0.1,0.1,0.0999999999999999,0.04,0.04,0.04,0.06,0.01,0.04,0.01,0.0342857142857142,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.02,,0.3,0.02,0.3,0.1133333333333333
Alcoholic beverages,"Beer, alcohol-free",62.551,39.5175,74.094,86.95,45.828,,74.07,63.83508333333334,5.5,4.6,5.0,8.0,5.0,,3.0,5.183333333333334,0.008,0.006,0.005,,0.01,,0.01,0.0078,0.1,0.02,0.015,,,,,0.045,8.1,,8.0,12.0,,,7.0,8.775,0.743,0.93,1.01,0.9,0.743,,1.0,0.8876666666666666,15.0,9.9,20.0,10.0,12.0,,19.0,14.316666666666668,33.0,24.0,40.0,56.0,28.0,,44.0,37.5,,0.012,0.017,0.02,0.01,,0.02,0.0158,0.1,1.1,,,,,,0.6000000000000001,,0.0035,0.005,,,,,0.00425,,0.033,,,0.02,,0.02,0.0243333333333333,,0.033,0.034,0.03,0.055,,0.03,0.0364,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,0.013,0.008,,0.01,,0.01,0.0282
Alcoholic beverages,"Beer, light",60.041,39.009,88.045,64.013,45.768,52.741,64.023,59.09142857142857,6.0,6.0,4.0,10.0,5.0,6.0,10.0,6.714285714285714,0.008,0.003,0.04,0.05,0.01,0.008,0.05,0.0241428571428571,0.1,0.03,0.001,,,,,0.0436666666666666,8.0,,9.0,8.0,,8.0,8.0,8.2,0.783,0.913,0.913,0.913,0.683,0.683,0.913,0.8287142857142857,15.0,10.5,26.0,12.0,12.0,15.0,12.0,14.642857142857142,30.0,21.5,48.0,33.0,28.0,23.0,33.0,30.928571428571427,0.03,0.022,0.03,0.03,0.01,0.02,0.03,0.0245714285714285,0.1,0.2,,,,,,0.15,0.01,0.002,0.001,,,,,0.0043333333333333,,0.01,0.1,,0.02,,0.02,0.0375,0.01,0.034,0.04,0.02,0.055,0.03,0.02,0.0298571428571428,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.005,0.02,,0.01,,0.01,0.029
Alcoholic beverages,"Beer, regular",77.004,70.007,102.101,72.424,94.205,62.804,71.12,78.52357142857144,4.0,4.5,4.0,1.0,3.0,4.0,5.0,3.642857142857143,0.005,0.037,0.01,0.037,,0.005,,0.0188,0.1,0.03,0.012,,,,,0.0473333333333333,10.0,7.1,10.0,7.1,8.0,10.0,7.0,8.457142857142857,0.749,0.953,0.953,1.2,1.1,0.749,1.0,0.9577142857142856,22.0,19.8,32.0,28.0,28.0,22.0,19.0,24.4,40.0,37.5,55.0,35.0,54.0,26.0,39.0,40.92857142857143,0.02,0.024,0.033,0.03,0.03,0.02,0.04,0.0281428571428571,0.1,0.9,0.11,0.9,,,,0.5025000000000001,0.01,0.006,0.003,,,,,0.0063333333333333,,0.05,,0.05,0.03,,0.03,0.04,0.02,0.048,0.062,0.048,0.055,0.03,0.06,0.0461428571428571,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.009,0.028,0.009,0.02,,0.02,0.031
Alcoholic beverages,"Beer, strong",90.98,96.642,107.621,87.83,84.698,76.75,185.72,104.32014285714286,4.0,4.0,4.0,4.0,3.0,4.0,14.0,5.285714285714286,0.02,0.01,0.009,,,0.02,0.08,0.0278,0.1,0.02,0.001,0.2,,0.1,,0.0842,11.0,9.0,12.0,8.0,8.0,11.0,20.0,11.285714285714286,0.7,1.52,1.52,1.52,0.57,0.57,1.52,1.1314285714285717,25.0,18.0,50.0,26.0,20.0,25.0,40.0,29.142857142857142,50.0,64.0,40.0,48.0,53.0,36.0,110.0,57.285714285714285,0.03,0.03,0.04,0.03,0.03,0.02,0.06,0.0342857142857142,0.1,0.1,0.11,,,,,0.1033333333333333,0.01,0.007,0.001,,,,,0.006,,,0.4,,0.02,,0.02,0.1466666666666667,0.02,0.045,0.04,0.08,0.078,0.04,0.04,0.0489999999999999,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,,0.02,,0.02,0.0319999999999999
Alcoholic beverages,Brandy,0.0,1.991,8.039,2.091,0.36,0.0,0.361,1.8345714285714283,,,2.0,1.0,,,,1.5,,0.07,0.035,0.07,0.16,,0.16,0.099,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,1.0,,,,,1.0,,0.001,0.001,0.001,,,0.001,0.001,,,3.0,1.0,,,,2.0,,1.9,2.0,,,,,1.95,,,0.001,,,,,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.001,,,,,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.001,,,,,0.001,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.02,,0.02,0.2,,0.2,0.11
Alcoholic beverages,Champagne-like wine,,75.102,94.721,77.78,73.652,,73.693,78.9896,,5.1,6.0,9.0,3.0,,3.0,5.220000000000001,,0.002,0.05,0.01,0.009,,0.01,0.0162,,0.5,0.518,0.3,0.5,,0.5,0.4636,,5.3,8.0,5.3,6.0,,6.0,6.12,,0.1,0.07,0.07,0.07,,0.1,0.082,,7.0,10.0,7.0,7.0,,7.0,7.6,,57.0,70.0,56.0,57.0,,57.0,59.4,,0.01,0.01,,0.01,,0.01,0.01,,2.2,0.03,2.2,0.03,,0.03,0.898,,,0.001,,0.005,,0.001,0.0023333333333333,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.02,0.02,0.02,0.017,,0.02,0.0194,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.07,0.052,0.08,0.041,,0.052,0.059
Alcoholic beverages,Chocolate liqueur,40.29,40.29,40.29,40.29,0.164,40.29,0.164,28.825428571428567,1.0,1.0,1.0,1.0,,1.0,,1.0,0.04,0.04,0.04,0.04,0.02,0.04,0.02,0.0342857142857142,0.06,0.06,0.06,0.06,,0.06,,0.06,3.0,3.0,3.0,3.0,,3.0,,3.0,0.144,0.144,0.144,0.144,0.144,0.144,0.144,0.144,6.0,6.0,6.0,6.0,,6.0,,6.0,30.0,30.0,30.0,30.0,,30.0,,30.0,0.012,0.012,0.012,0.012,,0.012,,0.012,,,,,,,,,0.004,0.004,0.004,0.004,,0.004,,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.03,0.03,,0.03,,0.03
Alcoholic beverages,Cider,96.8107,134.443,115.592,86.56,118.474,34.5107,86.6,96.14148571428574,1.6,7.3,5.0,8.0,10.0,9.0,8.0,6.985714285714286,0.0007,0.003,0.02,0.04,0.01,0.0007,0.04,0.0163428571428571,0.1,0.8,0.31,0.5,0.3,0.2,0.5,0.3871428571428571,,3.5,4.0,3.0,7.0,3.0,3.0,3.9166666666666665,0.01,0.01,0.01,0.01,0.1,0.01,0.01,0.0228571428571428,23.0,4.8,9.0,3.0,8.0,5.0,3.0,7.971428571428571,72.0,118.0,97.0,72.0,93.0,17.0,72.0,77.28571428571429,,,0.001,,0.01,,0.01,0.0069999999999999,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.001,,,,,0.001,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.01,0.01,0.01,0.024,,0.01,0.0128,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.24,,0.03,0.3,0.03,0.12
Alcoholic beverages,Cocktail drink,188.1142,117.091,65.416,117.091,117.091,,65.416,111.7032,9.6,7.12,3.0,7.12,7.12,,3.0,6.16,0.0142,0.01,0.042,0.01,0.01,,0.042,0.0213666666666666,0.3,0.64,0.12,0.64,0.64,,0.12,0.4100000000000001,8.9,5.46,4.0,5.46,5.46,,4.0,5.546666666666667,0.3,0.12,0.12,0.12,0.12,,0.12,0.15,13.6,18.1,7.0,18.1,18.1,,7.0,13.65,155.1,85.4,51.0,85.4,85.4,,51.0,85.55,0.01,0.029,0.008,0.029,0.029,,0.008,0.0188333333333333,0.1,0.184,0.184,0.184,0.184,,0.184,0.17,0.04,0.007,0.04,0.007,0.007,,0.04,0.0235,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.05,0.03,0.022,0.03,0.03,,0.022,0.0306666666666666,,0.09,,0.09,0.09,,,0.09,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,0.085,0.064,0.085,0.085,,0.064,0.0805
Alcoholic beverages,Coffee liqueur,40.385,40.29,40.29,40.29,0.12,40.385,0.12,28.84,1.0,1.0,1.0,1.0,,1.0,,1.0,0.019,0.04,0.04,0.04,0.02,0.019,0.02,0.0282857142857142,0.1,0.06,0.06,0.06,,0.1,,0.076,3.0,3.0,3.0,3.0,,3.0,,3.0,0.1,0.144,0.144,0.144,0.1,0.1,0.1,0.1188571428571428,6.0,6.0,6.0,6.0,,6.0,,6.0,30.0,30.0,30.0,30.0,,30.0,,30.0,0.012,0.012,0.012,0.012,,0.012,,0.012,,,,,,,,,0.004,0.004,0.004,0.004,,0.004,,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.03,0.03,0.03,,0.15,,0.078
Alcoholic beverages,Cream liqueur,71.724,72.167,72.167,78.697,84.295,71.724,78.805,75.65414285714284,16.5,17.0,17.0,18.0,28.0,16.5,18.0,18.714285714285715,,0.04,0.04,,0.01,,0.01,0.0249999999999999,0.1,0.1,0.1,0.1,,0.1,0.1,0.0999999999999999,1.8,2.0,2.0,2.0,3.0,1.8,2.0,2.085714285714286,0.745,0.811,0.811,0.747,0.867,0.745,0.867,0.799,34.9,35.0,35.0,38.0,19.0,34.9,38.0,33.542857142857144,17.4,17.0,17.0,19.0,33.0,17.4,19.0,19.97142857142857,0.057,0.012,0.012,0.06,0.04,0.057,0.04,0.0397142857142857,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.011,0.004,0.004,,0.01,0.011,0.01,0.0083333333333333,,,,,0.07,,,0.07,0.011,,,0.02,0.008,0.011,0.008,0.0116,,,,0.57,0.3,,0.57,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.06,0.2,0.2,0.18
